split,file_name,blood_group,category_name,bbox_area_ratio,r_mean,g_mean,b_mean,r_std,g_std,b_std,gray_mean,gray_std,edge_density
train,AB- (88)_jpg.rf.2UHnVZzcBtnViIJY2SwO.jpg,AB-,B,0.2599207937685224,160.84438,91.020996,80.1357,17.32064,57.577293,58.54836,110.66703,43.05257,0.2498807645742378
train,AB- (88)_jpg.rf.2UHnVZzcBtnViIJY2SwO.jpg,AB-,A,0.19183649215176335,121.87929,147.99643,146.21234,38.365753,26.330677,25.626385,138.69601,26.490234,0.24883009508061182
train,AB- (68)_jpg.rf.2MGvLaPLbILSkJaMVxWz.jpg,AB-,B,0.24825093817090765,147.80347,123.901695,100.71267,14.816331,45.50216,42.92997,124.13928,32.930664,0.24986274197261923
train,AB- (68)_jpg.rf.2MGvLaPLbILSkJaMVxWz.jpg,AB-,A,0.21747564935064934,93.78133,114.43803,114.11236,37.982895,44.304657,43.439613,107.44391,39.87195,0.25
train,O+ (71)_jpg.rf.EoBZjtnJXMNoXhv77px5.jpg,O+,D,0.15779865942969648,160.64589,105.25378,106.22921,23.637966,59.766453,56.670986,124.042946,45.56986,0.24949654775604144
train,A- (75)_jpg.rf.ESSV9VhGIAJgRz2nyPyb.jpg,A-,A,0.21582956259426847,136.05595,142.68427,150.80174,23.218521,38.884403,39.037243,143.18066,30.819187,0.24981667948419867
train,B- (49)_jpeg.rf.EpeqflKt8w067aVKwPwy.jpeg,B-,B,0.1484908477842004,118.76919,92.86003,68.03601,26.220516,54.86883,48.581795,93.22175,40.810658,0.24980294272201786
train,B+ (58)_jpg.rf.2abJQFdXLHIYjzO3LKvj.jpg,B+,B,0.15368316587451802,166.00865,154.76479,131.31117,14.731106,35.3115,44.041763,150.69485,29.37625,0.24342274518299867
train,B+ (58)_jpg.rf.2abJQFdXLHIYjzO3LKvj.jpg,B+,D,0.09021933661433611,154.9029,126.93523,117.928566,15.013019,34.769962,40.124813,133.25555,29.569862,0.2420405335181015
train,A- (27)_jpg.rf.zxFjWFioNWr9L0nxdD2C.jpg,A-,A,0.22879159433531293,105.63453,70.6285,76.126,28.863567,62.224533,61.124878,84.12968,49.830364,0.24998627278717328
train,B- (101)_jpg.rf.2dCVb0DfgYA5Iz5ZwFIc.jpg,B-,B,0.20172439692006408,159.64394,124.087074,99.813965,19.77324,55.044056,54.52443,127.848305,41.827732,0.24994872696375728
train,B- (76)_jpg.rf.eXBrd9jqhPqoDKcj5sEA.jpg,B-,B,0.20048397186430125,163.3246,130.6879,106.685356,14.823827,45.60604,49.935318,133.56595,35.487198,0.24936488169364882
train,A+ (47)_jpg.rf.dIMgBonK1lWgJ1hi4Fcv.jpg,A+,D,0.09868767912273975,152.39604,148.7044,155.14989,37.235405,48.68659,49.0619,152.08345,43.602913,0.24656163596857367
train,A+ (47)_jpg.rf.dIMgBonK1lWgJ1hi4Fcv.jpg,A+,A,0.10311778991765132,171.75244,165.58405,168.58272,10.258416,26.448555,28.498533,168.63974,20.920908,0.25
train,B+ (20)_jpg.rf.eYypn9W2QmAIcTn2KxC5.jpg,B+,B,0.19499257601824563,127.4021,68.28294,57.795414,16.927595,51.38194,47.284637,84.49348,36.45421,0.24994126670444022
train,B+ (20)_jpg.rf.eYypn9W2QmAIcTn2KxC5.jpg,B+,D,0.22653700254600756,124.10179,60.432007,59.417732,17.581715,40.99084,39.599953,81.31718,30.4905,0.2499642201178351
train,B- (58)_jpg.rf.zixxMR8uIX9NAPcfQ1my.jpg,B-,B,0.17961675309134426,153.72868,118.14007,102.07541,17.122023,44.283295,43.58397,124.648056,33.77081,0.24996310084130083
train,A+ (18)_jpg.rf.eCAttBglqmUKAe1c19OW.jpg,A+,D,0.1995638741189294,140.65392,120.33129,122.04221,33.813595,58.366207,58.217262,127.67578,49.68301,0.24988199300699301
train,A+ (18)_jpg.rf.eCAttBglqmUKAe1c19OW.jpg,A+,A,0.1466503117181412,156.80557,97.94126,88.3885,9.02046,39.269028,41.029377,114.37845,28.747694,0.24961300309597523
train,O+ (56)_jpg.rf.ciyGYnthbYdUB9NG4HxE.jpg,O+,D,0.14279903455121484,158.5662,94.5222,91.499794,10.864378,48.41814,49.175007,114.862755,34.491154,0.2499261601996942
train,B+ (24)_jpg.rf.MWRLGQ1boUAtC7DgMila.jpg,B+,B,0.1919784428854659,144.50267,73.0191,72.973816,17.675896,59.436283,53.05777,96.83187,42.036457,0.24997641909864363
train,B+ (24)_jpg.rf.MWRLGQ1boUAtC7DgMila.jpg,B+,D,0.19670321793503126,143.14465,84.47262,88.17443,18.116583,54.361702,50.774357,105.26391,39.854527,0.2499492685446529
train,O+ (67)_jpg.rf.3S3c9Q2TIS8skop3FSze.jpg,O+,D,0.2341886371246791,147.60577,108.20378,104.87604,12.72578,43.438484,43.390747,120.22853,32.154545,0.24998850521863075
train,B+ (67)_jpg.rf.pOiitRWrpPILYo7lR9da.jpg,B+,D,0.08730385840303055,131.01662,120.94099,107.459885,18.121914,28.301497,36.167664,119.80582,27.398598,0.2429831595829992
train,B+ (67)_jpg.rf.pOiitRWrpPILYo7lR9da.jpg,B+,B,0.1209121613451881,167.12486,169.64157,176.47177,3.5825746,3.5714211,3.562202,171.0794,3.493069,0.2496765601217656
train,B- (48)_jpeg.rf.pVsChw4Ej1x9xWxCzwgf.jpeg,B-,B,0.19245970037453183,151.74814,105.09332,78.90595,19.541605,52.79351,52.89772,111.91581,39.56573,0.24993124312431242
train,B- (29)_jpeg.rf.ZipHtljxyevXztZfv2CZ.jpeg,B-,B,0.15435096651468647,129.19608,89.3764,68.27857,17.061855,46.80923,52.35912,95.61701,36.430405,0.2499919544298909
train,O+ (189)_jpg.rf.2XV12ukAO9uCyTjl53y3.jpg,O+,D,0.040183433514423876,154.43736,88.75164,79.40126,10.290046,39.8038,37.74773,107.5301,28.458977,0.24991197010896143
train,O+ (9)_jpg.rf.2Yy3TmD1McjHXLvELhUB.jpg,O+,D,0.13545054700173292,140.87152,94.97109,89.77176,13.931543,38.0621,38.62147,108.53813,29.469828,0.24981795776620175
train,O+ (76)_jpg.rf.2AbbmymtqzstvdHphQll.jpg,O+,D,0.173590662020306,175.33353,143.124,133.08244,7.0127163,22.397026,26.83069,150.51332,18.202309,0.24567272161499865
train,A- (11)_jpg.rf.nL3e1JF8sXODycBQHPUs.jpg,A-,A,0.16985595798720216,116.313126,147.75554,145.52882,43.659515,27.855284,26.720741,136.5325,28.217598,0.24989038521766363
train,O+ (38)_jpg.rf.nVjVVYrdMns8MyLbw5dL.jpg,O+,D,0.15199038565894216,153.28333,81.45669,80.98595,14.457627,50.59634,48.814674,105.242,36.704308,0.2500011093804776
train,B- (74)_jpg.rf.o96k0ldKhFB118rijOQV.jpg,B-,B,0.31307144021616595,144.87715,119.25546,94.04419,14.641795,46.85708,41.669613,119.392265,33.007793,0.24994462165514797
train,B+ (76)_jpg.rf.3XzC3MLUTafx1BmMJmYs.jpg,B+,D,0.2028631212839856,152.4332,99.65159,104.2931,20.667044,63.463326,60.54544,118.79262,47.41993,0.24998667921780368
train,B+ (76)_jpg.rf.3XzC3MLUTafx1BmMJmYs.jpg,B+,B,0.1789465285039224,138.20294,76.97596,66.19258,24.028385,74.09506,60.383957,93.790474,51.406166,0.24593626924453993
train,B- (105)_jpg.rf.3zaJkdVqX2VpAZx5vVex.jpg,B-,B,0.14999527806306145,157.29152,105.90704,79.73154,16.383717,59.623318,54.209393,114.31006,41.53143,0.24962196786726873
train,O+ (61)_jpg.rf.3Jc5HLzPL6hlzu2Erhf2.jpg,O+,D,0.11205025966246843,150.98436,103.12759,105.2114,9.586563,57.48539,57.431946,119.77445,40.482723,0.24987924412714121
train,O+ (27)_jpg.rf.4G8V7MNJQHFhGP1uIDzi.jpg,O+,D,0.09884555599063982,139.96286,87.984245,89.77525,17.49281,56.486355,55.088497,105.90746,41.91147,0.2469932252416838
train,O+ (103)_jpg.rf.n6OInYv2RgEpBZ14wBGw.jpg,O+,D,0.1719602703060414,152.04518,101.21031,90.770164,10.852942,37.84408,41.727306,114.67523,29.670012,0.24740552802345891
train,B- (32)_jpg.rf.2kOMEnFNmMBY9Oo4Kopl.jpg,B-,B,0.2426368180242048,149.60248,128.09445,94.79469,15.027292,49.05254,38.607544,124.16388,32.620766,0.24999130041410028
train,AB- (67)_jpg.rf.3fuO54ANngnK2CydDRpW.jpg,AB-,A,0.21741038687202052,110.09925,149.79843,156.3144,29.510399,28.447092,26.820662,138.73737,24.111185,0.24882566374410262
train,AB- (67)_jpg.rf.3fuO54ANngnK2CydDRpW.jpg,AB-,B,0.2797890471974026,161.96524,156.93166,123.080376,12.697868,18.08949,36.731083,147.32574,20.741596,0.24972264568085498
train,A- (84)_jpg.rf.3xZ5xZUl3uznKFjNolhD.jpg,A-,A,0.23589672096338762,114.7154,151.07361,157.26215,30.87763,26.937613,25.346306,141.01706,23.598867,0.24881802764787503
train,A- (134)_jpg.rf.mvKDSZycPhnFtMkMw1gK.jpg,A-,A,0.14287649300512845,116.994514,130.83156,128.77477,35.864502,40.792835,41.744022,125.53359,37.688293,0.24999565729883988
train,AB+ (12)_jpg.rf.2pZ5P6YwtcVhIqdQYtMZ.jpg,AB+,A,0.253729448291021,131.38252,149.92671,151.77237,29.787785,41.49693,39.448586,144.36053,34.844673,0.24898887765419617
train,AB+ (12)_jpg.rf.2pZ5P6YwtcVhIqdQYtMZ.jpg,AB+,B,0.2376691394658754,159.12592,116.86137,95.01274,17.106302,57.02832,53.861843,123.66669,40.72846,0.24997433396642882
train,AB+ (12)_jpg.rf.2pZ5P6YwtcVhIqdQYtMZ.jpg,AB+,D,0.1450434205224017,143.24767,125.30627,124.68591,17.227383,27.706383,28.749708,131.07994,24.07679,0.249979035639413
train,B+ (3)_jpg.rf.nD1HufyWGJx6fdDYJctS.jpg,B+,B,0.16718888514412417,173.83472,131.3744,101.58049,22.871912,64.28298,58.163292,135.59654,46.452793,0.2499004363102139
train,B+ (3)_jpg.rf.nD1HufyWGJx6fdDYJctS.jpg,B+,D,0.21074966740576495,148.36708,72.547844,60.58712,12.228509,41.46981,42.127563,93.83403,31.365858,0.2498807519640853
train,A+ (23)_jpg.rf.i2X5FauQ8dohuovfIvGq.jpg,A+,D,0.189800149407989,145.69533,119.14136,122.60568,31.659296,55.181015,54.460285,129.14746,45.89431,0.24957269844900656
train,A+ (23)_jpg.rf.i2X5FauQ8dohuovfIvGq.jpg,A+,A,0.14946335877862593,180.98111,136.39041,131.15448,13.625375,41.944096,42.71275,149.50867,31.654362,0.2498505171299289
train,A- (106)_jpg.rf.i2GvgmOdVc45w76PYcyl.jpg,A-,A,0.17627806035494278,149.0433,116.56852,112.78592,33.980896,58.72562,58.111073,126.13259,49.65982,0.24980981480326744
train,A- (66)_jpg.rf.iw4PzWxAqZBuxAt8CT8f.jpg,A-,A,0.28820552342679373,135.0896,129.76991,134.95184,33.92196,55.512386,54.15179,133.27045,44.52807,0.2497826356974289
train,AB+ (36)_jpg.rf.cVZz9rOnJQGBRVFrXAk0.jpg,AB+,B,0.26877848518830016,158.28555,109.96659,79.72079,17.160658,44.642296,47.811386,115.99098,34.569073,0.24999131944444444
train,AB+ (36)_jpg.rf.cVZz9rOnJQGBRVFrXAk0.jpg,AB+,A,0.15019151854966828,136.69844,145.14311,154.11356,14.478017,33.891518,34.217983,145.31836,26.670383,0.24977518682749852
train,AB+ (36)_jpg.rf.cVZz9rOnJQGBRVFrXAk0.jpg,AB+,D,0.16018819175777962,153.68835,139.59679,137.30681,10.578794,26.204086,30.133919,143.53064,21.366714,0.24995989792198323
train,B+ (52)_jpg.rf.jcwdDxUjzWk2Hrzo07pY.jpg,B+,B,0.0936124330565957,160.05914,134.15906,128.89662,14.0455265,54.777653,61.037376,141.03825,42.08265,0.24422509643748583
train,B+ (52)_jpg.rf.jcwdDxUjzWk2Hrzo07pY.jpg,B+,D,0.07829712463049959,134.21338,67.825745,69.21663,25.527393,64.96907,62.788193,90.41858,50.6228,0.240732501356484
train,B- (7)_jpeg.rf.bbhCYfH4BtBsfmKoBuhz.jpeg,B-,B,0.17759253225717894,150.6947,80.15098,67.63381,25.375454,70.867004,57.371693,99.493164,49.06662,0.2493744787322769
train,A+ (186)_jpg.rf.Br4BNWDWAn0y3OGqmd1i.jpg,A+,A,0.1820931168791203,136.98608,132.57433,137.35948,33.642467,55.224144,53.567863,135.63995,44.18694,0.24723186902399422
train,A+ (186)_jpg.rf.Br4BNWDWAn0y3OGqmd1i.jpg,A+,D,0.1438182799463851,170.48598,97.79304,94.99843,11.106545,49.352295,45.98059,121.09248,34.603134,0.2498037872625826
train,B+ (52)_jpg.rf.Bs6qBkDtOrXxrm4kudZx.jpg,B+,B,0.1575910942521518,152.1561,113.80112,87.86505,14.548767,48.52539,48.306435,117.940765,34.73355,0.2499926874926875
train,B+ (52)_jpg.rf.Bs6qBkDtOrXxrm4kudZx.jpg,B+,D,0.12197717056536515,133.67824,53.36636,53.517155,17.860044,50.242817,46.70742,80.187256,36.770416,0.2478001555062487
train,A+ (21)_jpg.rf.CAkgNnlzc1HezbbIdTN2.jpg,A+,D,0.2049605739058553,138.96944,117.943275,120.04732,32.960278,58.947426,58.028877,125.65333,49.227695,0.24998301468889705
train,A+ (21)_jpg.rf.CAkgNnlzc1HezbbIdTN2.jpg,A+,A,0.18647576376519603,155.36867,97.138214,85.62558,12.203343,38.615158,40.96254,112.710846,29.421865,0.24739048756516005
train,AB+ (9)_jpg.rf.i61sRFkbcfdTPj2LszV1.jpg,AB+,D,0.2025430182324557,148.14137,105.962585,99.324135,12.517746,37.787457,36.67501,117.809364,28.354792,0.2495843989769821
train,AB+ (9)_jpg.rf.i61sRFkbcfdTPj2LszV1.jpg,AB+,B,0.21929208631540315,152.25339,118.18787,85.95918,15.471422,46.710682,47.40173,118.80014,34.17258,0.24997048406139316
train,AB+ (9)_jpg.rf.i61sRFkbcfdTPj2LszV1.jpg,AB+,A,0.25950884635728705,134.6286,129.72313,134.72348,33.90616,55.611416,54.163643,133.02507,44.53128,0.24998961561147434
train,O+ (22)_jpg.rf.iGGb1e8YIxwQdDCGuX1A.jpg,O+,D,0.11777410634118968,155.54262,117.64619,113.12672,11.323775,51.130135,56.001507,128.77187,39.12392,0.21812345458337057
train,AB- (52)_jpg.rf.iUr9yG2dfD0GkfJWPJ4O.jpg,AB-,B,0.22399635558692377,150.6057,129.29263,98.016075,14.689201,48.057526,39.082962,125.97147,32.247654,0.2499713417779561
train,AB- (52)_jpg.rf.iUr9yG2dfD0GkfJWPJ4O.jpg,AB-,A,0.28055655577299415,122.96571,138.28273,140.68826,30.757454,36.928757,35.94209,133.9789,33.229206,0.2500028541745156
train,A+ (26)_jpg.rf.i6aKFIRcc6m9oEe4GSEJ.jpg,A+,A,0.17091319305544445,113.730545,131.50467,136.66223,41.577724,46.75512,44.617943,127.29915,41.09846,0.24997464945263098
train,A+ (26)_jpg.rf.i6aKFIRcc6m9oEe4GSEJ.jpg,A+,D,0.16632123723144604,155.95222,115.73179,117.943306,15.559955,43.025845,39.510242,129.87576,31.48875,0.24994533356935347
train,B- (47)_jpg.rf.i91YTz9jfKVCCHeozBGf.jpg,B-,B,0.2540421263791374,140.21056,97.58536,70.854065,16.129599,43.490917,43.406116,102.883316,32.450626,0.24998664672577717
train,O+ (94)_jpg.rf.ccp7rYvbLc3WdN2mZ7FL.jpg,O+,D,0.22047453426248548,146.06358,124.981,116.016106,19.33908,32.992146,31.883232,129.02023,27.049314,0.25
train,A+ (83)_jpg.rf.im91jdxf0YtkAW6Z5IQ7.jpg,A+,D,0.13024202912602534,129.36754,89.06087,93.93263,22.391685,63.417694,62.089058,104.120346,48.365585,0.24783202162290988
train,A+ (83)_jpg.rf.im91jdxf0YtkAW6Z5IQ7.jpg,A+,A,0.0964782251493586,140.78363,74.54988,73.78498,26.30927,74.056076,70.50917,96.372826,56.24268,0.2499194044723191
train,AB+ (21)_jpg.rf.iWVaRCLtr43Xq0wYggHw.jpg,AB+,D,0.20821976158289296,153.68694,142.85402,142.09755,8.333921,22.724957,25.070225,146.21283,18.031628,0.24731500059010977
train,AB+ (21)_jpg.rf.iWVaRCLtr43Xq0wYggHw.jpg,AB+,B,0.2527837163573799,164.0386,114.13192,84.03409,26.39664,62.38046,60.39393,120.73486,46.243404,0.24999696428788265
train,AB+ (21)_jpg.rf.iWVaRCLtr43Xq0wYggHw.jpg,AB+,A,0.20978024456187785,125.32763,149.10446,147.89592,38.474762,25.59359,25.348417,140.77599,26.387678,0.249985374985375
train,AB+ (94)_jpg.rf.Ec5wtsaAHLwOwurgnXmV.jpg,AB+,D,0.20392196889919578,164.71815,107.46857,110.34091,21.133286,63.122646,58.311523,127.5092,45.70652,0.2499955622299617
train,AB+ (94)_jpg.rf.Ec5wtsaAHLwOwurgnXmV.jpg,AB+,A,0.16539983675373132,65.175896,74.94764,74.98637,35.276608,43.68817,42.50268,71.7033,39.183018,0.24845465752403012
train,AB+ (94)_jpg.rf.Ec5wtsaAHLwOwurgnXmV.jpg,AB+,B,0.21724083260666774,165.74072,100.91171,88.65543,22.986452,76.3473,66.612686,118.43592,53.9836,0.24988784208165096
train,O+ (93)_jpg.rf.ceM8gPY0WMd8FAdLbRfo.jpg,O+,D,0.2113140002834426,186.95232,104.03892,120.6997,16.420784,31.836382,34.333317,137.2303,26.837053,0.2499668996586796
train,O+ (136)_jpg.rf.WXSNSIK57dUZsHogF8hJ.jpg,O+,D,0.1649925189482468,176.98016,131.64568,124.73361,24.566528,43.635315,44.633762,144.45317,33.78599,0.24994145424168387
train,A- (61)_jpg.rf.TTF1Hd9U5zHLsHDixz5o.jpg,A-,A,0.22843836801752462,134.1986,155.60423,158.69879,30.408295,38.696934,36.70399,149.50055,33.0326,0.24915446744068653
train,O+ (74)_jpg.rf.ViGVFBYLwAVADRLbiKw7.jpg,O+,D,0.20032004658931085,138.65623,82.438675,70.30824,9.764026,44.176136,48.912674,97.1344,33.228367,0.24975342465753425
train,O+ (94)_jpg.rf.V9LsVn0f0cY61lSHnlMy.jpg,O+,D,0.22024700477216294,140.42578,75.604256,66.43522,12.900828,54.843548,56.48427,94.15507,40.551964,0.24958434794123488
train,A- (17)_jpg.rf.WS1xqed3cspvGZmlwtJP.jpg,A-,A,0.24391739355933806,110.39141,57.695312,61.299828,28.69697,55.880497,54.263626,76.46218,45.38378,0.24814156724806904
train,AB- (2)_jpg.rf.VsQBzh7JJUkk1DzEagGT.jpg,AB-,A,0.23052727340301976,131.55699,154.52696,157.35655,30.50312,40.313843,38.104347,147.8135,34.097485,0.2499664564604857
train,AB- (2)_jpg.rf.VsQBzh7JJUkk1DzEagGT.jpg,AB-,B,0.22205879674796747,149.29056,124.6045,91.20067,15.201446,50.07038,37.0678,121.69856,32.598347,0.2499860646599777
train,B- (17)_jpg.rf.F0cXyKvclFIk07CH5Bd2.jpg,B-,B,0.23306059256311584,149.17064,113.27945,98.74314,18.80861,52.14688,54.26324,120.39772,41.08241,0.2492281259285096
train,A+ (100)_jpg.rf.E9m48vzyvLciShFZtyZP.jpg,A+,A,0.2581704602249063,134.9449,155.45515,158.74141,30.69808,37.979656,36.13305,149.71382,32.62705,0.24995387879346923
train,A+ (100)_jpg.rf.E9m48vzyvLciShFZtyZP.jpg,A+,D,0.2598360787172011,148.21672,117.07499,111.67203,8.805289,29.783531,32.399666,125.65458,22.986155,0.24970844481031762
train,O+ (72)_jpg.rf.LUWQNuvE0rfM775scOKN.jpg,O+,D,0.17777668208051228,132.40706,66.04293,55.664795,14.743302,45.28524,46.486477,84.70492,34.429604,0.24988173636814537
train,O+ (18)_jpg.rf.Vg8LQpSzifhQz9u2LPEP.jpg,O+,D,0.1028876798736377,154.50323,126.59561,123.20473,7.1162395,26.616022,26.552917,134.76785,19.43809,0.2485528846153846
train,AB+ (62)_jpg.rf.ViVMa6xGmuYZ0MV6IWB2.jpg,AB+,D,0.18061960059753127,153.09807,109.44756,105.90508,14.988467,40.275608,38.52489,122.8169,30.262445,0.24998646380421247
train,AB+ (62)_jpg.rf.ViVMa6xGmuYZ0MV6IWB2.jpg,AB+,A,0.2662298267683518,131.48413,149.02469,151.05862,30.161987,41.91877,39.851807,143.85582,35.1589,0.2499539057218364
train,AB+ (62)_jpg.rf.ViVMa6xGmuYZ0MV6IWB2.jpg,AB+,B,0.24747541080273608,162.48242,90.3682,75.968506,17.210112,55.034584,51.739445,109.60637,39.721123,0.24996040544821033
train,B+ (91)_jpg.rf.O6ejC4zra5BH4KHU8JaL.jpg,B+,D,0.15666884602811376,134.10876,97.05532,99.28601,17.255993,49.98685,49.272556,110.150024,36.35821,0.24989112305411415
train,B+ (91)_jpg.rf.O6ejC4zra5BH4KHU8JaL.jpg,B+,B,0.15327948494424468,114.18198,90.02723,90.2688,45.761375,67.066475,67.41745,98.15934,59.557297,0.24813751137397635
train,B- (49)_jpg.rf.VhNxu71XCQbXKCwOz2Jh.jpg,B-,B,0.15275872785769065,102.38626,69.52529,70.71119,62.90955,82.03403,81.60063,80.87426,75.01451,0.24995886663222944
train,A+ (107)_jpg.rf.Ws319mrkJIDo7e6gkobY.jpg,A+,A,0.15338786039965682,127.039986,121.713234,123.516556,47.16366,63.859882,65.69583,124.089905,57.62327,0.24999371835621945
train,A+ (107)_jpg.rf.Ws319mrkJIDo7e6gkobY.jpg,A+,D,0.15473279518792357,151.49287,86.059296,76.369255,13.774701,43.565624,45.354126,104.64047,33.18527,0.24985375021781883
train,B- (3)_jpeg.rf.WiNsyVF00t3aXoD9pvt6.jpeg,B-,B,0.1637162118465824,163.32492,133.07706,115.79194,26.060051,62.250576,58.32273,137.39798,47.845802,0.2488962871824564
train,O+ (186)_jpg.rf.N12rQIGl68hyBYwsLkzv.jpg,O+,D,0.15796138722961356,138.656,89.68952,90.39973,17.786793,52.503517,55.4896,106.24842,40.955143,0.24896115627822946
train,A- (72)_jpg.rf.NJO7aWjVyQWlIO7d6gVY.jpg,A-,A,0.24885727059548063,98.53215,116.91957,116.77395,37.92883,42.28069,41.566765,110.74189,38.56497,0.24991677631057496
train,AB- (77)_jpg.rf.LaZW0ECRIbVEFOmSQBuv.jpg,AB-,B,0.25656082386845225,147.85416,124.261765,101.19348,14.773178,44.934402,42.62327,124.43647,32.58564,0.24998624998625
train,AB- (77)_jpg.rf.LaZW0ECRIbVEFOmSQBuv.jpg,AB-,A,0.27227326100469007,137.23955,153.18777,155.22,32.291813,40.338882,38.560436,148.54912,34.999035,0.24997924622281256
train,B+ (43)_jpg.rf.OeCfiqkPRoasvvk5m9dE.jpg,B+,B,0.1952857654320988,156.06044,133.57852,99.62338,16.195766,42.347027,50.056717,129.75409,33.45545,0.25
train,B+ (43)_jpg.rf.OeCfiqkPRoasvvk5m9dE.jpg,B+,D,0.19348118775720166,151.9875,111.28818,98.5615,8.378136,25.592196,29.152533,120.61239,20.092497,0.24990375680339838
train,A+ (15)_jpg.rf.NozWwykCTHjU33pU8JLW.jpg,A+,D,0.1459499363810987,127.71966,103.39947,107.017975,32.554432,64.86764,62.759583,112.712395,52.830273,0.24974685146509715
train,A+ (15)_jpg.rf.NozWwykCTHjU33pU8JLW.jpg,A+,A,0.10920720034575492,161.53874,127.63863,126.22896,11.9897585,36.808178,34.728893,138.46878,27.28897,0.24994548204424746
train,B+ (6)_jpg.rf.eiJMXM1qXMXcNeBROWkn.jpg,B+,B,0.17341920799940916,157.07195,153.98274,156.05345,17.608335,27.55959,32.65418,155.70271,25.23585,0.2499528310786589
train,B+ (6)_jpg.rf.eiJMXM1qXMXcNeBROWkn.jpg,B+,D,0.13423782051517455,103.04444,81.39516,82.68332,22.912188,44.845215,46.343815,89.040985,37.59392,0.2500007604447081
train,A+ (50)_jpg.rf.cEfvLUgB8mFHytyssZKQ.jpg,A+,A,0.18543332827607376,63.36712,81.69813,77.907135,33.759323,29.921206,31.490229,74.32412,30.794994,0.2459389359457565
train,A+ (50)_jpg.rf.cEfvLUgB8mFHytyssZKQ.jpg,A+,D,0.23291720418320144,111.10753,71.32982,67.54696,13.442395,35.70444,37.9061,83.32808,27.055988,0.249920024688849
train,B- (6)_jpg.rf.euEjyp5PbD2J0DCrMZXo.jpg,B-,B,0.1269844661239397,164.70348,146.89696,104.5165,16.215025,50.06357,50.924244,138.70566,36.504345,0.24842302385176424
train,AB- (73)_jpg.rf.etgfICz3SPDgxyMKkdxm.jpg,AB-,B,0.2112354094194188,144.94434,121.27881,87.107025,15.16224,46.716007,42.162567,117.776726,32.571075,0.2499681222251846
train,AB- (73)_jpg.rf.etgfICz3SPDgxyMKkdxm.jpg,AB-,A,0.2605991766962853,118.73085,134.4219,136.99892,26.548485,31.433678,30.022554,130.05055,27.712795,0.2499646982405603
train,O+ (87)_jpg.rf.dsa5f7sLAR4aRtPXQhnm.jpg,O+,D,0.2791488026769842,164.74715,87.672226,80.14838,19.336142,65.55973,65.345276,110.85593,49.093052,0.24997993203649693
train,AB+ (23)_jpg.rf.ex86fUtLnFHZBImDemNZ.jpg,AB+,B,0.2222713474125531,157.44519,140.69913,123.57097,12.798337,32.05638,34.66925,140.57176,25.095947,0.24998748184868058
train,AB+ (23)_jpg.rf.ex86fUtLnFHZBImDemNZ.jpg,AB+,D,0.1812644626071831,156.09265,139.4203,138.80821,11.920027,24.622185,25.119766,144.77371,19.818619,0.25
train,AB+ (23)_jpg.rf.ex86fUtLnFHZBImDemNZ.jpg,AB+,A,0.296787072243346,116.684685,132.54341,134.96585,24.498838,31.262207,29.733786,128.06465,26.802876,0.24995300398526205
train,A+ (100)_jpg.rf.f4M0SfLjI5o8Rq8UkAvX.jpg,A+,D,0.12214028333846627,151.4629,126.668915,118.37825,9.2194395,24.784101,28.721975,132.17003,19.60685,0.24868604976237071
train,A+ (100)_jpg.rf.f4M0SfLjI5o8Rq8UkAvX.jpg,A+,A,0.1659477077131027,95.11111,114.20679,111.18787,49.48945,47.25541,46.84457,106.835236,46.251144,0.24996395320095577
train,O+ (1)_jpg.rf.dpbpr3czIlQOzQ5KCzhb.jpg,O+,D,0.20997996238732275,142.2292,62.46899,56.078636,12.423638,56.48928,57.046055,86.9256,41.220387,0.24852084267144778
train,A- (122)_jpg.rf.6bxo0EWyuV4TBfQR1IIK.jpg,A-,A,0.22404212688121647,130.49359,120.57662,114.75886,32.514996,49.928352,50.63467,121.94301,42.850452,0.2499945491809236
train,B- (1)_jpeg.rf.fjMr1kloPlOdy8d0DN0b.jpeg,B-,B,0.15667555291005292,160.22722,113.72507,81.428566,18.436077,52.250923,55.128994,118.46028,38.506207,0.24993105350248207
train,A+ (175)_jpg.rf.6mZciiCu6MIwE7XMPIao.jpg,A+,A,0.09854543904196549,144.43643,149.37698,152.90413,23.370888,37.276394,35.265987,148.90584,29.63672,0.23657865642927406
train,A+ (175)_jpg.rf.6mZciiCu6MIwE7XMPIao.jpg,A+,D,0.0933024898775006,170.78294,130.28343,123.19739,13.166791,33.534916,34.062546,141.42126,25.96248,0.24999770488492293
train,AB+ (46)_jpg.rf.exsKMzQGdHqMVLjC090c.jpg,AB+,B,0.25754331541440106,143.1439,118.029305,78.09162,19.509348,50.581776,46.584736,113.08827,36.708824,0.24997345508600552
train,AB+ (46)_jpg.rf.exsKMzQGdHqMVLjC090c.jpg,AB+,A,0.25338556599110235,136.66087,151.806,152.34901,31.456274,41.79062,39.718315,146.93861,36.077656,0.25000338025122026
train,AB+ (46)_jpg.rf.exsKMzQGdHqMVLjC090c.jpg,AB+,D,0.1976492420497611,146.21605,136.67276,137.37105,13.398392,23.532955,23.701672,140.08662,19.690655,0.24947160528048232
train,AB+ (33)_jpg.rf.etJYnRj4nxiz9nmcuTfD.jpg,AB+,B,0.2091160196074169,152.38512,116.960266,83.90023,16.118275,47.470276,47.44107,117.748535,34.736458,0.24992996690287705
