split,annotation_id,image_id,file_name,original_name,blood_group,category_id,category_name,bbox_x,bbox_y,bbox_w,bbox_h,bbox_area,bbox_area_ratio,image_width,image_height,image_path
train,544,352,O+ (48)_jpg.rf.p7iDP4mkb7mVfKqStHwO.jpg,O+ (48).jpg,O+,3,D,33.0,43.0,606.37,868.24,526474.6888,0.19334873665407237,2756,988,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (48)_jpg.rf.p7iDP4mkb7mVfKqStHwO.jpg
train,545,353,B+ (66)_jpg.rf.pHtPYq0sxbyTxI9srgza.jpg,B+ (66).jpg,B+,3,D,87.5,100.0,397.5,705.0,280237.5,0.12044419134396356,2650,878,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B+ (66)_jpg.rf.pHtPYq0sxbyTxI9srgza.jpg
train,546,353,B+ (66)_jpg.rf.pHtPYq0sxbyTxI9srgza.jpg,B+ (66).jpg,B+,2,B,1072.5,107.5,580.0,667.5,387150.0,0.16639446426268964,2650,878,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B+ (66)_jpg.rf.pHtPYq0sxbyTxI9srgza.jpg
train,547,354,A- (64)_jpg.rf.ynqekMsDGWTCnFhkf2MG.jpg,A- (64).jpg,A-,1,A,1.34,4.67,257.71,343.33,88479.5743,0.2371750469098473,1072,348,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A- (64)_jpg.rf.ynqekMsDGWTCnFhkf2MG.jpg
train,548,355,B- (63)_jpg.rf.yoCHlcvWG5LrNKIXgqdu.jpg,B- (63).jpg,B-,2,B,280.16,6.83,269.23,285.24,76795.1652,0.29821048928238586,870,296,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (63)_jpg.rf.yoCHlcvWG5LrNKIXgqdu.jpg
train,549,356,AB+ (153)_jpg.rf.qCShr146K78SZrtbXLiA.jpg,AB+ (153).jpg,AB+,1,A,120.29,103.15,278.2,313.33,87168.40599999999,0.11078260438563269,1519,518,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB+ (153)_jpg.rf.qCShr146K78SZrtbXLiA.jpg
train,550,356,AB+ (153)_jpg.rf.qCShr146K78SZrtbXLiA.jpg,AB+ (153).jpg,AB+,2,B,570.29,58.85,328.69,346.2,113792.47799999999,0.14461922215641768,1519,518,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB+ (153)_jpg.rf.qCShr146K78SZrtbXLiA.jpg
train,551,356,AB+ (153)_jpg.rf.qCShr146K78SZrtbXLiA.jpg,AB+ (153).jpg,AB+,3,D,1128.86,4.58,328.88,490.71,161384.70479999998,0.20510433454238586,1519,518,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB+ (153)_jpg.rf.qCShr146K78SZrtbXLiA.jpg
train,552,357,O+ (38)_jpg.rf.0X55G7TxsY16tGBxV623.jpg,O+ (38).jpg,O+,3,D,73.0,163.01,429.87,513.33,220665.16710000002,0.11282038587901824,2451,798,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (38)_jpg.rf.0X55G7TxsY16tGBxV623.jpg
train,553,358,A+ (145)_jpg.rf.ogTdSyA2NZyJ4AdbaWbJ.jpg,A+ (145).jpg,A+,3,D,50.67,150.67,726.48,895.06,650243.1888,0.16153111709408377,3349,1202,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (145)_jpg.rf.ogTdSyA2NZyJ4AdbaWbJ.jpg
train,554,358,A+ (145)_jpg.rf.ogTdSyA2NZyJ4AdbaWbJ.jpg,A+ (145).jpg,A+,1,A,2374.0,144.0,808.08,867.08,700670.0064000001,0.17405796907612425,3349,1202,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (145)_jpg.rf.ogTdSyA2NZyJ4AdbaWbJ.jpg
train,555,359,O+ (151)_jpg.rf.oqzCqqQ71WMrHABB6YjW.jpg,O+ (151).jpg,O+,3,D,2554.01,80.67,615.41,878.43,540594.6063,0.14521682444760106,3277,1136,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (151)_jpg.rf.oqzCqqQ71WMrHABB6YjW.jpg
train,556,360,B- (77)_jpg.rf.osKLnIceh1fdHgzwmaz4.jpg,B- (77).jpg,B-,2,B,537.43,41.72,350.12,428.16,149907.37920000002,0.18929229028608374,1472,538,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (77)_jpg.rf.osKLnIceh1fdHgzwmaz4.jpg
train,557,361,A+ (75)_jpg.rf.ojo11jbxexrTmzT7mSKV.jpg,A+ (75).jpg,A+,3,D,453.55,21.34,252.98,341.89,86491.33219999999,0.20698044425087106,1148,364,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (75)_jpg.rf.ojo11jbxexrTmzT7mSKV.jpg
train,558,361,A+ (75)_jpg.rf.ojo11jbxexrTmzT7mSKV.jpg,A+ (75).jpg,A+,1,A,794.67,23.56,307.36,337.0,103580.32,0.24787571313703718,1148,364,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (75)_jpg.rf.ojo11jbxexrTmzT7mSKV.jpg
train,559,362,A+ (110)_jpg.rf.0pc38BVIIEyhsZ0PjdpY.jpg,A+ (110).jpg,A+,3,D,118.01,30.5,655.33,688.84,451417.51720000006,0.1960393753734766,2536,908,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (110)_jpg.rf.0pc38BVIIEyhsZ0PjdpY.jpg
train,560,362,A+ (110)_jpg.rf.0pc38BVIIEyhsZ0PjdpY.jpg,A+ (110).jpg,A+,1,A,1933.01,205.5,540.05,635.76,343342.18799999997,0.14910495386261619,2536,908,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (110)_jpg.rf.0pc38BVIIEyhsZ0PjdpY.jpg
train,561,363,B+ (54)_jpg.rf.p7oeMiy7LRt5ne9PM49D.jpg,B+ (54).jpg,B+,2,B,867.99,55.5,437.23,491.38,214846.0774,0.1288823339496123,2338,713,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B+ (54)_jpg.rf.p7oeMiy7LRt5ne9PM49D.jpg
train,562,363,B+ (54)_jpg.rf.p7oeMiy7LRt5ne9PM49D.jpg,B+ (54).jpg,B+,3,D,0.0,73.0,355.38,491.87,174800.7606,0.10485986188312615,2338,713,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B+ (54)_jpg.rf.p7oeMiy7LRt5ne9PM49D.jpg
train,563,364,O+ (45)_jpg.rf.1PikuDBVyfq3ZWtUAGwe.jpg,O+ (45).jpg,O+,3,D,1204.01,40.67,558.95,828.41,463039.7695,0.17188096965948962,2941,916,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (45)_jpg.rf.1PikuDBVyfq3ZWtUAGwe.jpg
train,564,365,A- (13)_jpg.rf.phL7krUBHprr7bttPiUf.jpg,A- (13).jpg,A-,1,A,438.21,27.2,228.07,251.94,57459.955799999996,0.15715758383020623,1010,362,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A- (13)_jpg.rf.phL7krUBHprr7bttPiUf.jpg
train,565,366,B- (41)_jpg.rf.2AOHC2rQbP8DvYY9qfIs.jpg,B- (41).jpg,B-,2,B,7.33,200.67,719.8,853.72,614507.656,0.16473393482139792,3088,1208,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (41)_jpg.rf.2AOHC2rQbP8DvYY9qfIs.jpg
train,566,367,O+ (88)_jpg.rf.1Z8R0Ncr822S2UNsZi0N.jpg,O+ (88).jpg,O+,3,D,1905.5,138.0,532.5,613.77,326832.52499999997,0.1756980857910519,2438,763,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (88)_jpg.rf.1Z8R0Ncr822S2UNsZi0N.jpg
train,567,368,AB- (42)_jpg.rf.1NwzP897NJamU5E94ZdS.jpg,AB- (42).jpg,AB-,1,A,17.46,6.54,203.95,233.2,47561.13999999999,0.21681774252370528,914,240,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB- (42)_jpg.rf.1NwzP897NJamU5E94ZdS.jpg
train,568,368,AB- (42)_jpg.rf.1NwzP897NJamU5E94ZdS.jpg,AB- (42).jpg,AB-,2,B,312.91,0.0,224.08,240.0,53779.200000000004,0.245164113785558,914,240,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB- (42)_jpg.rf.1NwzP897NJamU5E94ZdS.jpg
train,569,369,A+ (22)_jpg.rf.1ePIINhGA8ooIty7DFNA.jpg,A+ (22).jpg,A+,3,D,73.0,100.51,619.84,751.75,465964.72000000003,0.20656515540550127,2512,898,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (22)_jpg.rf.1ePIINhGA8ooIty7DFNA.jpg
train,570,369,A+ (22)_jpg.rf.1ePIINhGA8ooIty7DFNA.jpg,A+ (22).jpg,A+,1,A,1873.0,90.51,533.56,729.77,389376.08119999996,0.17261291954520305,2512,898,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (22)_jpg.rf.1ePIINhGA8ooIty7DFNA.jpg
train,571,370,O+ (20)_jpg.rf.2VkLOrkzOBesdrN5yO5w.jpg,O+ (20).jpg,O+,3,D,2190.5,225.5,474.53,574.27,272508.3431,0.11759146527856888,2676,866,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (20)_jpg.rf.2VkLOrkzOBesdrN5yO5w.jpg
train,572,371,A+ (49)_jpg.rf.1MlLIrXTK6nFrrdYsKeD.jpg,A+ (49).jpg,A+,3,D,108.0,125.51,348.38,531.37,185118.6806,0.08103573468487241,2527,904,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (49)_jpg.rf.1MlLIrXTK6nFrrdYsKeD.jpg
train,573,371,A+ (49)_jpg.rf.1MlLIrXTK6nFrrdYsKeD.jpg,A+ (49).jpg,A+,1,A,1933.0,85.51,453.06,639.33,289654.8498,0.1267964609649415,2527,904,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (49)_jpg.rf.1MlLIrXTK6nFrrdYsKeD.jpg
train,574,372,O+ (60)_jpg.rf.4Bx4uJHlrR35ypqMJswM.jpg,O+ (60).jpg,O+,3,D,955.5,115.5,591.7,552.32,326807.74400000006,0.16775028180147628,2540,767,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (60)_jpg.rf.4Bx4uJHlrR35ypqMJswM.jpg
train,575,373,O+ (17)_jpg.rf.2aJu2e9mXoufEnHEgdoU.jpg,O+ (17).jpg,O+,3,D,240.5,235.5,447.37,459.36,205503.8832,0.07884635694510096,2761,944,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (17)_jpg.rf.2aJu2e9mXoufEnHEgdoU.jpg
train,576,374,B+ (60)_jpg.rf.iXKFTF9fFbCeCEGHYGF7.jpg,B+ (60).jpg,B+,2,B,1112.5,157.5,642.5,492.5,316431.25,0.1398362477738447,2601,870,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B+ (60)_jpg.rf.iXKFTF9fFbCeCEGHYGF7.jpg
train,577,374,B+ (60)_jpg.rf.iXKFTF9fFbCeCEGHYGF7.jpg,B+ (60).jpg,B+,3,D,42.5,105.0,330.0,662.5,218625.0,0.09661403438995612,2601,870,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B+ (60)_jpg.rf.iXKFTF9fFbCeCEGHYGF7.jpg
train,578,375,B- (35)_jpeg.rf.3W1uipHTwYyFlhJGWocC.jpeg,B- (35).jpeg,B-,2,B,650.66,43.67,368.8,368.58,135932.304,0.15939566462397894,1597,534,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (35)_jpeg.rf.3W1uipHTwYyFlhJGWocC.jpeg
train,579,376,A- (127)_jpg.rf.463cOroboPNEjNADBtBX.jpg,A- (127).jpg,A-,1,A,1333.0,45.51,630.66,708.83,447030.7278,0.16292917325141998,2864,958,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A- (127)_jpg.rf.463cOroboPNEjNADBtBX.jpg
train,580,377,B+ (64)_jpg.rf.4VjmSBa7DJcIe8OUQLDy.jpg,B+ (64).jpg,B+,2,B,866.0,78.0,530.0,602.0,319060.0,0.16975764337699914,2329,807,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B+ (64)_jpg.rf.4VjmSBa7DJcIe8OUQLDy.jpg
train,581,377,B+ (64)_jpg.rf.4VjmSBa7DJcIe8OUQLDy.jpg,B+ (64).jpg,B+,3,D,64.0,64.0,322.0,618.0,198996.0,0.10587692597457946,2329,807,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B+ (64)_jpg.rf.4VjmSBa7DJcIe8OUQLDy.jpg
train,582,378,A+ (2)_jpg.rf.iYyA1IdFEIqk5EzhZV5g.jpg,A+ (2).jpg,A+,3,D,173.0,15.5,526.34,555.38,292318.70920000004,0.15652875875230524,2438,766,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (2)_jpg.rf.iYyA1IdFEIqk5EzhZV5g.jpg
train,583,378,A+ (2)_jpg.rf.iYyA1IdFEIqk5EzhZV5g.jpg,A+ (2).jpg,A+,1,A,1723.0,80.5,618.06,664.28,410564.89679999993,0.21984639251880042,2438,766,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (2)_jpg.rf.iYyA1IdFEIqk5EzhZV5g.jpg
train,584,379,O+ (86)_jpg.rf.5Jj3Ih59YDHH8BEvawWh.jpg,O+ (86).jpg,O+,3,D,105.49,65.51,831.83,740.29,615795.4307,0.23546826554042816,2797,935,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (86)_jpg.rf.5Jj3Ih59YDHH8BEvawWh.jpg
train,585,380,A- (38)_jpg.rf.kiQlPS8c5iDO07b6LNjw.jpg,A- (38).jpg,A-,1,A,15.78,44.67,258.83,317.0,82049.11,0.19998028204715734,1121,366,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A- (38)_jpg.rf.kiQlPS8c5iDO07b6LNjw.jpg
train,586,381,A- (7)_jpg.rf.l1OOtY5dIwXoZ1P43tvl.jpg,A- (7).jpg,A-,1,A,8.37,19.27,295.21,382.73,112985.7233,0.29585159282534695,950,402,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A- (7)_jpg.rf.l1OOtY5dIwXoZ1P43tvl.jpg
train,587,382,O+ (89)_jpg.rf.ysWK9ASXueFp2Fcs8CoZ.jpg,O+ (89).jpg,O+,3,D,83.01,10.5,570.35,697.35,397733.5725,0.16665182241451698,2558,933,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (89)_jpg.rf.ysWK9ASXueFp2Fcs8CoZ.jpg
train,588,383,O+ (10)_jpg.rf.ls5zwuxzJOOK3ocPEBuL.jpg,O+ (10).jpg,O+,3,D,105.5,75.5,471.88,726.78,342952.94639999996,0.14580068157353698,2676,879,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (10)_jpg.rf.ls5zwuxzJOOK3ocPEBuL.jpg
train,589,384,A+ (73)_jpg.rf.z8kg2KdURqm9ogVid8P5.jpg,A+ (73).jpg,A+,3,D,1290.67,140.67,545.62,816.4,445444.168,0.1362134602494288,3088,1059,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (73)_jpg.rf.z8kg2KdURqm9ogVid8P5.jpg
train,590,384,A+ (73)_jpg.rf.z8kg2KdURqm9ogVid8P5.jpg,A+ (73).jpg,A+,1,A,2270.67,160.66,645.44,737.77,476186.2688,0.1456141623488774,3088,1059,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (73)_jpg.rf.z8kg2KdURqm9ogVid8P5.jpg
train,591,385,AB+ (22)_jpg.rf.1yvAOqYsdwbpSjU2XdnG.jpg,AB+ (22).jpg,AB+,3,D,397.2,1.19,171.29,299.31,51268.8099,0.16975527753496503,968,312,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB+ (22)_jpg.rf.1yvAOqYsdwbpSjU2XdnG.jpg
train,592,385,AB+ (22)_jpg.rf.1yvAOqYsdwbpSjU2XdnG.jpg,AB+ (22).jpg,AB+,2,B,73.2,11.2,249.73,300.8,75118.784,0.2487245179063361,968,312,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB+ (22)_jpg.rf.1yvAOqYsdwbpSjU2XdnG.jpg
train,593,385,AB+ (22)_jpg.rf.1yvAOqYsdwbpSjU2XdnG.jpg,AB+ (22).jpg,AB+,1,A,669.2,13.2,255.23,297.7,75981.97099999999,0.251582601584022,968,312,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB+ (22)_jpg.rf.1yvAOqYsdwbpSjU2XdnG.jpg
train,594,386,A+ (62)_jpg.rf.590iY3f3uAeqR4KJd1Ul.jpg,A+ (62).jpg,A+,1,A,11.99,17.45,290.85,351.55,102248.3175,0.29478267168309985,940,369,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (62)_jpg.rf.590iY3f3uAeqR4KJd1Ul.jpg
train,595,386,A+ (62)_jpg.rf.590iY3f3uAeqR4KJd1Ul.jpg,A+ (62).jpg,A+,3,D,368.37,36.55,212.25,332.45,70562.5125,0.2034322565300121,940,369,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (62)_jpg.rf.590iY3f3uAeqR4KJd1Ul.jpg
train,596,387,B+ (70)_jpg.rf.kdsJwgSrlWcxyoJEchmV.jpg,B+ (70).jpg,B+,3,D,1065.5,65.5,514.22,664.8,341853.456,0.1486327774896119,2843,809,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B+ (70)_jpg.rf.kdsJwgSrlWcxyoJEchmV.jpg
train,597,387,B+ (70)_jpg.rf.kdsJwgSrlWcxyoJEchmV.jpg,B+ (70).jpg,B+,2,B,1998.0,63.0,771.53,746.0,575561.38,0.2502454926919152,2843,809,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B+ (70)_jpg.rf.kdsJwgSrlWcxyoJEchmV.jpg
train,598,388,B- (64)_jpg.rf.zDrYRfHrKKaQfLSXLutI.jpg,B- (64).jpg,B-,2,B,359.12,1.34,264.99,343.45,91010.8155,0.22900642022465123,1142,348,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (64)_jpg.rf.zDrYRfHrKKaQfLSXLutI.jpg
train,599,389,A+ (127)_jpg.rf.kVLk12HpnRGMxyTcrbdl.jpg,A+ (127).jpg,A+,1,A,80.5,75.51,541.34,594.39,321767.0826,0.13949002578965372,2323,993,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (127)_jpg.rf.kVLk12HpnRGMxyTcrbdl.jpg
train,600,389,A+ (127)_jpg.rf.kVLk12HpnRGMxyTcrbdl.jpg,A+ (127).jpg,A+,3,D,1585.51,200.5,652.07,655.28,427288.42960000003,0.18523484000573973,2323,993,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (127)_jpg.rf.kVLk12HpnRGMxyTcrbdl.jpg
train,601,390,A+ (37)_jpg.rf.jIGOwshO3HQIZ5t2YMoj.jpg,A+ (37).jpg,A+,3,D,37.33,27.33,377.18,567.28,213966.6704,0.07181108942645215,2953,1009,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (37)_jpg.rf.jIGOwshO3HQIZ5t2YMoj.jpg
train,602,390,A+ (37)_jpg.rf.jIGOwshO3HQIZ5t2YMoj.jpg,A+ (37).jpg,A+,1,A,2357.34,134.0,459.44,756.43,347534.1992,0.11663877093963337,2953,1009,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (37)_jpg.rf.jIGOwshO3HQIZ5t2YMoj.jpg
train,603,391,O+ (126)_jpg.rf.kRguKQ47ZkvY4g7uenEZ.jpg,O+ (126).jpg,O+,3,D,2297.33,137.33,671.44,776.43,521326.1592,0.154333757224133,3214,1051,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (126)_jpg.rf.kRguKQ47ZkvY4g7uenEZ.jpg
train,604,392,A- (130)_jpg.rf.jkuJGQ546UNvTt0v3vfF.jpg,A- (130).jpg,A-,1,A,1264.0,60.66,654.92,659.85,432148.962,0.1569025912680403,2875,958,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A- (130)_jpg.rf.jkuJGQ546UNvTt0v3vfF.jpg
train,605,393,A+ (118)_jpg.rf.jEbKajnzXfu5YLaU1UC9.jpg,A+ (118).jpg,A+,1,A,3.0,110.5,603.86,681.31,411415.8566,0.17029824082985112,2535,953,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (118)_jpg.rf.jEbKajnzXfu5YLaU1UC9.jpg
train,606,393,A+ (118)_jpg.rf.jEbKajnzXfu5YLaU1UC9.jpg,A+ (118).jpg,A+,3,D,1778.0,90.5,712.55,747.28,532474.364,0.22040824635584502,2535,953,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (118)_jpg.rf.jEbKajnzXfu5YLaU1UC9.jpg
train,607,394,B+ (39)_jpg.rf.kEniudt199hgBXypcRSI.jpg,B+ (39).jpg,B+,2,B,898.0,90.5,392.24,683.26,268001.9024,0.14084843890584664,2427,784,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B+ (39)_jpg.rf.kEniudt199hgBXypcRSI.jpg
train,608,394,B+ (39)_jpg.rf.kEniudt199hgBXypcRSI.jpg,B+ (39).jpg,B+,3,D,53.0,120.5,463.37,515.35,238797.72950000002,0.12550018157757542,2427,784,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B+ (39)_jpg.rf.kEniudt199hgBXypcRSI.jpg
train,609,395,B- (107)_jpg.rf.kQ5UGTP5NEbuZyMWFp9q.jpg,B- (107).jpg,B-,2,B,54.0,108.0,554.0,552.0,305808.0,0.16734852016994897,2319,788,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (107)_jpg.rf.kQ5UGTP5NEbuZyMWFp9q.jpg
train,610,396,AB- (54)_jpg.rf.NJS8f8oka4PMZe3I5kPO.jpg,AB- (54).jpg,AB-,1,A,11.33,0.0,262.6,281.0,73790.6,0.24750235626767203,1061,281,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB- (54)_jpg.rf.NJS8f8oka4PMZe3I5kPO.jpg
train,611,396,AB- (54)_jpg.rf.NJS8f8oka4PMZe3I5kPO.jpg,AB- (54).jpg,AB-,2,B,441.33,10.22,263.64,267.25,70457.79,0.23632371931401583,1061,281,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB- (54)_jpg.rf.NJS8f8oka4PMZe3I5kPO.jpg
train,612,397,A+ (24)_jpg.rf.FUMzbXErGnDohfXqO7UY.jpg,A+ (24).jpg,A+,3,D,1090.5,53.0,611.68,654.35,400252.80799999996,0.20610478236980986,2579,753,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (24)_jpg.rf.FUMzbXErGnDohfXqO7UY.jpg
train,613,397,A+ (24)_jpg.rf.FUMzbXErGnDohfXqO7UY.jpg,A+ (24).jpg,A+,1,A,2020.5,43.0,495.55,662.35,328227.54250000004,0.1690163438272244,2579,753,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (24)_jpg.rf.FUMzbXErGnDohfXqO7UY.jpg
train,614,398,B- (45)_jpg.rf.GIoMUFDFXZMCyLBwY2j8.jpg,B- (45).jpg,B-,2,B,385.78,4.66,246.76,285.92,70553.6192,0.2024261754748379,1110,314,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (45)_jpg.rf.GIoMUFDFXZMCyLBwY2j8.jpg
train,615,399,A+ (34)_jpg.rf.GQxY5qEdvggXDqoykwru.jpg,A+ (34).jpg,A+,3,D,173.0,65.49,505.34,506.91,256161.8994,0.12376089018669802,2467,839,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (34)_jpg.rf.GQxY5qEdvggXDqoykwru.jpg
train,616,399,A+ (34)_jpg.rf.GQxY5qEdvggXDqoykwru.jpg,A+ (34).jpg,A+,1,A,2075.51,150.5,336.55,667.76,224734.628,0.108577261810608,2467,839,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (34)_jpg.rf.GQxY5qEdvggXDqoykwru.jpg
train,617,400,O+ (127)_jpg.rf.BdsUHhdfxFGiCzMcHK5I.jpg,O+ (127).jpg,O+,3,D,1998.0,108.01,542.56,675.83,366678.3248,0.12947214641280574,2793,1014,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (127)_jpg.rf.BdsUHhdfxFGiCzMcHK5I.jpg
train,618,401,B- (33)_jpeg.rf.CkwzOvfSsOpjTQQ4F2dz.jpeg,B- (33).jpeg,B-,2,B,708.86,8.85,317.81,491.57,156225.8617,0.19451980947187028,1504,534,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (33)_jpeg.rf.CkwzOvfSsOpjTQQ4F2dz.jpeg
train,619,402,B- (139)_jpg.rf.Ct8Mw57wjnkPvcaZBQRy.jpg,B- (139).jpg,B-,2,B,1778.0,48.0,544.07,711.28,386986.1096,0.200776420219897,2446,788,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (139)_jpg.rf.Ct8Mw57wjnkPvcaZBQRy.jpg
train,620,403,A+ (38)_jpg.rf.DY4ur6bsGKVLCwcZhhx5.jpg,A+ (38).jpg,A+,3,D,58.01,13.0,370.41,613.42,227216.9022,0.08240091671453688,2808,982,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (38)_jpg.rf.DY4ur6bsGKVLCwcZhhx5.jpg
train,621,403,A+ (38)_jpg.rf.DY4ur6bsGKVLCwcZhhx5.jpg,A+ (38).jpg,A+,1,A,2373.0,145.51,423.02,746.75,315890.185,0.11455855868597722,2808,982,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (38)_jpg.rf.DY4ur6bsGKVLCwcZhhx5.jpg
train,622,404,B- (6)_jpg.rf.DUWPBwRb6sbl97Akpzq4.jpg,B- (6).jpg,B-,2,B,323.2,3.2,276.48,329.8,91183.104,0.26977648781786717,1015,333,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (6)_jpg.rf.DUWPBwRb6sbl97Akpzq4.jpg
train,623,405,O+ (70)_jpg.rf.CTzUOcX65KUfwBgHqQ3g.jpg,O+ (70).jpg,O+,3,D,52.01,5.34,381.91,552.67,211070.1997,0.21061358943809821,1796,558,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (70)_jpg.rf.CTzUOcX65KUfwBgHqQ3g.jpg
train,624,406,B- (11)_jpg.rf.Cce4rvGW9AJjehiJieYH.jpg,B- (11).jpg,B-,2,B,737.0,52.0,283.8,383.0,108695.40000000001,0.14873481116584567,1680,435,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (11)_jpg.rf.Cce4rvGW9AJjehiJieYH.jpg
train,625,407,AB+ (28)_jpg.rf.bOICjFQBV7DMCWahnHbE.jpg,AB+ (28).jpg,AB+,2,B,55.63,39.28,212.31,276.63,58731.3153,0.19731802431059509,936,318,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB+ (28)_jpg.rf.bOICjFQBV7DMCWahnHbE.jpg
train,626,407,AB+ (28)_jpg.rf.bOICjFQBV7DMCWahnHbE.jpg,AB+ (28).jpg,AB+,1,A,412.0,12.0,281.33,306.0,86086.98,0.28922411707789064,936,318,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB+ (28)_jpg.rf.bOICjFQBV7DMCWahnHbE.jpg
