split,image_id,file_name,original_name,blood_group,abo,rh,width,height,image_area,image_path
train,351,B- (81)_jpg.rf.poyVODK6nHaDQ9MRuGgJ.jpg,B- (81).jpg,B-,B,-,1101,309,340209,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (81)_jpg.rf.poyVODK6nHaDQ9MRuGgJ.jpg
train,352,O+ (48)_jpg.rf.p7iDP4mkb7mVfKqStHwO.jpg,O+ (48).jpg,O+,O,+,2756,988,2722928,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (48)_jpg.rf.p7iDP4mkb7mVfKqStHwO.jpg
train,353,B+ (66)_jpg.rf.pHtPYq0sxbyTxI9srgza.jpg,B+ (66).jpg,B+,B,+,2650,878,2326700,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B+ (66)_jpg.rf.pHtPYq0sxbyTxI9srgza.jpg
train,354,A- (64)_jpg.rf.ynqekMsDGWTCnFhkf2MG.jpg,A- (64).jpg,A-,A,-,1072,348,373056,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A- (64)_jpg.rf.ynqekMsDGWTCnFhkf2MG.jpg
train,355,B- (63)_jpg.rf.yoCHlcvWG5LrNKIXgqdu.jpg,B- (63).jpg,B-,B,-,870,296,257520,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (63)_jpg.rf.yoCHlcvWG5LrNKIXgqdu.jpg
train,356,AB+ (153)_jpg.rf.qCShr146K78SZrtbXLiA.jpg,AB+ (153).jpg,AB+,AB,+,1519,518,786842,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB+ (153)_jpg.rf.qCShr146K78SZrtbXLiA.jpg
train,357,O+ (38)_jpg.rf.0X55G7TxsY16tGBxV623.jpg,O+ (38).jpg,O+,O,+,2451,798,1955898,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (38)_jpg.rf.0X55G7TxsY16tGBxV623.jpg
train,358,A+ (145)_jpg.rf.ogTdSyA2NZyJ4AdbaWbJ.jpg,A+ (145).jpg,A+,A,+,3349,1202,4025498,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (145)_jpg.rf.ogTdSyA2NZyJ4AdbaWbJ.jpg
train,359,O+ (151)_jpg.rf.oqzCqqQ71WMrHABB6YjW.jpg,O+ (151).jpg,O+,O,+,3277,1136,3722672,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (151)_jpg.rf.oqzCqqQ71WMrHABB6YjW.jpg
train,360,B- (77)_jpg.rf.osKLnIceh1fdHgzwmaz4.jpg,B- (77).jpg,B-,B,-,1472,538,791936,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (77)_jpg.rf.osKLnIceh1fdHgzwmaz4.jpg
train,361,A+ (75)_jpg.rf.ojo11jbxexrTmzT7mSKV.jpg,A+ (75).jpg,A+,A,+,1148,364,417872,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (75)_jpg.rf.ojo11jbxexrTmzT7mSKV.jpg
train,362,A+ (110)_jpg.rf.0pc38BVIIEyhsZ0PjdpY.jpg,A+ (110).jpg,A+,A,+,2536,908,2302688,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (110)_jpg.rf.0pc38BVIIEyhsZ0PjdpY.jpg
train,363,B+ (54)_jpg.rf.p7oeMiy7LRt5ne9PM49D.jpg,B+ (54).jpg,B+,B,+,2338,713,1666994,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B+ (54)_jpg.rf.p7oeMiy7LRt5ne9PM49D.jpg
train,364,O+ (45)_jpg.rf.1PikuDBVyfq3ZWtUAGwe.jpg,O+ (45).jpg,O+,O,+,2941,916,2693956,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (45)_jpg.rf.1PikuDBVyfq3ZWtUAGwe.jpg
train,365,A- (13)_jpg.rf.phL7krUBHprr7bttPiUf.jpg,A- (13).jpg,A-,A,-,1010,362,365620,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A- (13)_jpg.rf.phL7krUBHprr7bttPiUf.jpg
train,366,B- (41)_jpg.rf.2AOHC2rQbP8DvYY9qfIs.jpg,B- (41).jpg,B-,B,-,3088,1208,3730304,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (41)_jpg.rf.2AOHC2rQbP8DvYY9qfIs.jpg
train,367,O+ (88)_jpg.rf.1Z8R0Ncr822S2UNsZi0N.jpg,O+ (88).jpg,O+,O,+,2438,763,1860194,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (88)_jpg.rf.1Z8R0Ncr822S2UNsZi0N.jpg
train,368,AB- (42)_jpg.rf.1NwzP897NJamU5E94ZdS.jpg,AB- (42).jpg,AB-,AB,-,914,240,219360,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB- (42)_jpg.rf.1NwzP897NJamU5E94ZdS.jpg
train,369,A+ (22)_jpg.rf.1ePIINhGA8ooIty7DFNA.jpg,A+ (22).jpg,A+,A,+,2512,898,2255776,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (22)_jpg.rf.1ePIINhGA8ooIty7DFNA.jpg
train,370,O+ (20)_jpg.rf.2VkLOrkzOBesdrN5yO5w.jpg,O+ (20).jpg,O+,O,+,2676,866,2317416,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (20)_jpg.rf.2VkLOrkzOBesdrN5yO5w.jpg
train,371,A+ (49)_jpg.rf.1MlLIrXTK6nFrrdYsKeD.jpg,A+ (49).jpg,A+,A,+,2527,904,2284408,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (49)_jpg.rf.1MlLIrXTK6nFrrdYsKeD.jpg
train,372,O+ (60)_jpg.rf.4Bx4uJHlrR35ypqMJswM.jpg,O+ (60).jpg,O+,O,+,2540,767,1948180,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (60)_jpg.rf.4Bx4uJHlrR35ypqMJswM.jpg
train,373,O+ (17)_jpg.rf.2aJu2e9mXoufEnHEgdoU.jpg,O+ (17).jpg,O+,O,+,2761,944,2606384,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (17)_jpg.rf.2aJu2e9mXoufEnHEgdoU.jpg
train,374,B+ (60)_jpg.rf.iXKFTF9fFbCeCEGHYGF7.jpg,B+ (60).jpg,B+,B,+,2601,870,2262870,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B+ (60)_jpg.rf.iXKFTF9fFbCeCEGHYGF7.jpg
train,375,B- (35)_jpeg.rf.3W1uipHTwYyFlhJGWocC.jpeg,B- (35).jpeg,B-,B,-,1597,534,852798,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (35)_jpeg.rf.3W1uipHTwYyFlhJGWocC.jpeg
train,376,A- (127)_jpg.rf.463cOroboPNEjNADBtBX.jpg,A- (127).jpg,A-,A,-,2864,958,2743712,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A- (127)_jpg.rf.463cOroboPNEjNADBtBX.jpg
train,377,B+ (64)_jpg.rf.4VjmSBa7DJcIe8OUQLDy.jpg,B+ (64).jpg,B+,B,+,2329,807,1879503,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B+ (64)_jpg.rf.4VjmSBa7DJcIe8OUQLDy.jpg
train,378,A+ (2)_jpg.rf.iYyA1IdFEIqk5EzhZV5g.jpg,A+ (2).jpg,A+,A,+,2438,766,1867508,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (2)_jpg.rf.iYyA1IdFEIqk5EzhZV5g.jpg
train,379,O+ (86)_jpg.rf.5Jj3Ih59YDHH8BEvawWh.jpg,O+ (86).jpg,O+,O,+,2797,935,2615195,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (86)_jpg.rf.5Jj3Ih59YDHH8BEvawWh.jpg
train,380,A- (38)_jpg.rf.kiQlPS8c5iDO07b6LNjw.jpg,A- (38).jpg,A-,A,-,1121,366,410286,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A- (38)_jpg.rf.kiQlPS8c5iDO07b6LNjw.jpg
train,381,A- (7)_jpg.rf.l1OOtY5dIwXoZ1P43tvl.jpg,A- (7).jpg,A-,A,-,950,402,381900,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A- (7)_jpg.rf.l1OOtY5dIwXoZ1P43tvl.jpg
train,382,O+ (89)_jpg.rf.ysWK9ASXueFp2Fcs8CoZ.jpg,O+ (89).jpg,O+,O,+,2558,933,2386614,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (89)_jpg.rf.ysWK9ASXueFp2Fcs8CoZ.jpg
train,383,O+ (10)_jpg.rf.ls5zwuxzJOOK3ocPEBuL.jpg,O+ (10).jpg,O+,O,+,2676,879,2352204,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (10)_jpg.rf.ls5zwuxzJOOK3ocPEBuL.jpg
train,384,A+ (73)_jpg.rf.z8kg2KdURqm9ogVid8P5.jpg,A+ (73).jpg,A+,A,+,3088,1059,3270192,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (73)_jpg.rf.z8kg2KdURqm9ogVid8P5.jpg
train,385,AB+ (22)_jpg.rf.1yvAOqYsdwbpSjU2XdnG.jpg,AB+ (22).jpg,AB+,AB,+,968,312,302016,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB+ (22)_jpg.rf.1yvAOqYsdwbpSjU2XdnG.jpg
train,386,A+ (62)_jpg.rf.590iY3f3uAeqR4KJd1Ul.jpg,A+ (62).jpg,A+,A,+,940,369,346860,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (62)_jpg.rf.590iY3f3uAeqR4KJd1Ul.jpg
train,387,B+ (70)_jpg.rf.kdsJwgSrlWcxyoJEchmV.jpg,B+ (70).jpg,B+,B,+,2843,809,2299987,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B+ (70)_jpg.rf.kdsJwgSrlWcxyoJEchmV.jpg
train,388,B- (64)_jpg.rf.zDrYRfHrKKaQfLSXLutI.jpg,B- (64).jpg,B-,B,-,1142,348,397416,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (64)_jpg.rf.zDrYRfHrKKaQfLSXLutI.jpg
train,389,A+ (127)_jpg.rf.kVLk12HpnRGMxyTcrbdl.jpg,A+ (127).jpg,A+,A,+,2323,993,2306739,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (127)_jpg.rf.kVLk12HpnRGMxyTcrbdl.jpg
train,390,A+ (37)_jpg.rf.jIGOwshO3HQIZ5t2YMoj.jpg,A+ (37).jpg,A+,A,+,2953,1009,2979577,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (37)_jpg.rf.jIGOwshO3HQIZ5t2YMoj.jpg
train,391,O+ (126)_jpg.rf.kRguKQ47ZkvY4g7uenEZ.jpg,O+ (126).jpg,O+,O,+,3214,1051,3377914,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (126)_jpg.rf.kRguKQ47ZkvY4g7uenEZ.jpg
train,392,A- (130)_jpg.rf.jkuJGQ546UNvTt0v3vfF.jpg,A- (130).jpg,A-,A,-,2875,958,2754250,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A- (130)_jpg.rf.jkuJGQ546UNvTt0v3vfF.jpg
train,393,A+ (118)_jpg.rf.jEbKajnzXfu5YLaU1UC9.jpg,A+ (118).jpg,A+,A,+,2535,953,2415855,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (118)_jpg.rf.jEbKajnzXfu5YLaU1UC9.jpg
train,394,B+ (39)_jpg.rf.kEniudt199hgBXypcRSI.jpg,B+ (39).jpg,B+,B,+,2427,784,1902768,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B+ (39)_jpg.rf.kEniudt199hgBXypcRSI.jpg
train,395,B- (107)_jpg.rf.kQ5UGTP5NEbuZyMWFp9q.jpg,B- (107).jpg,B-,B,-,2319,788,1827372,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (107)_jpg.rf.kQ5UGTP5NEbuZyMWFp9q.jpg
train,396,AB- (54)_jpg.rf.NJS8f8oka4PMZe3I5kPO.jpg,AB- (54).jpg,AB-,AB,-,1061,281,298141,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB- (54)_jpg.rf.NJS8f8oka4PMZe3I5kPO.jpg
train,397,A+ (24)_jpg.rf.FUMzbXErGnDohfXqO7UY.jpg,A+ (24).jpg,A+,A,+,2579,753,1941987,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (24)_jpg.rf.FUMzbXErGnDohfXqO7UY.jpg
train,398,B- (45)_jpg.rf.GIoMUFDFXZMCyLBwY2j8.jpg,B- (45).jpg,B-,B,-,1110,314,348540,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (45)_jpg.rf.GIoMUFDFXZMCyLBwY2j8.jpg
train,399,A+ (34)_jpg.rf.GQxY5qEdvggXDqoykwru.jpg,A+ (34).jpg,A+,A,+,2467,839,2069813,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (34)_jpg.rf.GQxY5qEdvggXDqoykwru.jpg
train,400,O+ (127)_jpg.rf.BdsUHhdfxFGiCzMcHK5I.jpg,O+ (127).jpg,O+,O,+,2793,1014,2832102,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (127)_jpg.rf.BdsUHhdfxFGiCzMcHK5I.jpg
train,401,B- (33)_jpeg.rf.CkwzOvfSsOpjTQQ4F2dz.jpeg,B- (33).jpeg,B-,B,-,1504,534,803136,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (33)_jpeg.rf.CkwzOvfSsOpjTQQ4F2dz.jpeg
train,402,B- (139)_jpg.rf.Ct8Mw57wjnkPvcaZBQRy.jpg,B- (139).jpg,B-,B,-,2446,788,1927448,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (139)_jpg.rf.Ct8Mw57wjnkPvcaZBQRy.jpg
train,403,A+ (38)_jpg.rf.DY4ur6bsGKVLCwcZhhx5.jpg,A+ (38).jpg,A+,A,+,2808,982,2757456,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (38)_jpg.rf.DY4ur6bsGKVLCwcZhhx5.jpg
train,404,B- (6)_jpg.rf.DUWPBwRb6sbl97Akpzq4.jpg,B- (6).jpg,B-,B,-,1015,333,337995,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (6)_jpg.rf.DUWPBwRb6sbl97Akpzq4.jpg
train,405,O+ (70)_jpg.rf.CTzUOcX65KUfwBgHqQ3g.jpg,O+ (70).jpg,O+,O,+,1796,558,1002168,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (70)_jpg.rf.CTzUOcX65KUfwBgHqQ3g.jpg
train,406,B- (11)_jpg.rf.Cce4rvGW9AJjehiJieYH.jpg,B- (11).jpg,B-,B,-,1680,435,730800,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (11)_jpg.rf.Cce4rvGW9AJjehiJieYH.jpg
train,407,AB+ (28)_jpg.rf.bOICjFQBV7DMCWahnHbE.jpg,AB+ (28).jpg,AB+,AB,+,936,318,297648,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB+ (28)_jpg.rf.bOICjFQBV7DMCWahnHbE.jpg
train,408,O+ (86)_jpg.rf.bgqfUHYHQC9IdcpUVq3v.jpg,O+ (86).jpg,O+,O,+,2922,965,2819730,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (86)_jpg.rf.bgqfUHYHQC9IdcpUVq3v.jpg
train,409,B- (140)_jpg.rf.bwxxZo5A29IZ3KFtUNYE.jpg,B- (140).jpg,B-,B,-,2208,788,1739904,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (140)_jpg.rf.bwxxZo5A29IZ3KFtUNYE.jpg
train,410,A+ (44)_jpg.rf.c85qmFVFQT7gNiooaagB.jpg,A+ (44).jpg,A+,A,+,2085,850,1772250,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (44)_jpg.rf.c85qmFVFQT7gNiooaagB.jpg
train,411,B- (50)_jpg.rf.cMKqC9dGna7ovPdlnTGK.jpg,B- (50).jpg,B-,B,-,3088,1163,3591344,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (50)_jpg.rf.cMKqC9dGna7ovPdlnTGK.jpg
train,412,A+ (8)_jpg.rf.G7XOjiWXkq8OppNOoavU.jpg,A+ (8).jpg,A+,A,+,2266,702,1590732,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (8)_jpg.rf.G7XOjiWXkq8OppNOoavU.jpg
train,413,B+ (65)_jpg.rf.FNvhwBxeZOIG89gT9sH1.jpg,B+ (65).jpg,B+,B,+,2722,909,2474298,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B+ (65)_jpg.rf.FNvhwBxeZOIG89gT9sH1.jpg
train,414,O+ (57)_jpg.rf.aR1OVx4nIUs1rcFQzowt.jpg,O+ (57).jpg,O+,O,+,2463,732,1802916,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (57)_jpg.rf.aR1OVx4nIUs1rcFQzowt.jpg
train,415,B- (79)_jpg.rf.aAzcR7WXK88Ni3tZU7QF.jpg,B- (79).jpg,B-,B,-,1509,492,742428,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (79)_jpg.rf.aAzcR7WXK88Ni3tZU7QF.jpg
train,416,O+ (165)_jpg.rf.ZWuSuzvGGYMeORnutsCu.jpg,O+ (165).jpg,O+,O,+,2930,1118,3275740,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (165)_jpg.rf.ZWuSuzvGGYMeORnutsCu.jpg
train,417,O+ (53)_jpg.rf.Z3FryvIn4o8Eqiq3rUqV.jpg,O+ (53).jpg,O+,O,+,3088,1032,3186816,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (53)_jpg.rf.Z3FryvIn4o8Eqiq3rUqV.jpg
train,418,AB- (83)_jpg.rf.YwXFj1orkepdt1uS9DVq.jpg,AB- (83).jpg,AB-,AB,-,1267,360,456120,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB- (83)_jpg.rf.YwXFj1orkepdt1uS9DVq.jpg
train,419,AB- (56)_jpg.rf.aAbRCInGe8bA44yar6NW.jpg,AB- (56).jpg,AB-,AB,-,1072,324,347328,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB- (56)_jpg.rf.aAbRCInGe8bA44yar6NW.jpg
train,420,A- (96)_jpg.rf.cu9f9ZzZpqBFtVJxpb3f.jpg,A- (96).jpg,A-,A,-,1129,334,377086,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A- (96)_jpg.rf.cu9f9ZzZpqBFtVJxpb3f.jpg
train,421,O+ (74)_jpg.rf.awROtTpJGAdQn17VStcM.jpg,O+ (74).jpg,O+,O,+,2856,882,2518992,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (74)_jpg.rf.awROtTpJGAdQn17VStcM.jpg
train,422,B+ (59)_jpg.rf.aeZZ5PUYituBTtJIVF0K.jpg,B+ (59).jpg,B+,B,+,2305,709,1634245,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B+ (59)_jpg.rf.aeZZ5PUYituBTtJIVF0K.jpg
train,423,B- (90)_jpg.rf.TDon8lvwb3kGOlm7JL0d.jpg,B- (90).jpg,B-,B,-,527,188,99076,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (90)_jpg.rf.TDon8lvwb3kGOlm7JL0d.jpg
train,424,B- (51)_jpg.rf.TZvlt68OexetpJ9Avpgp.jpg,B- (51).jpg,B-,B,-,3088,1081,3338128,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (51)_jpg.rf.TZvlt68OexetpJ9Avpgp.jpg
train,425,B+ (88)_jpg.rf.TqE6jJnB8T6e2D7FHOq0.jpg,B+ (88).jpg,B+,B,+,2860,844,2413840,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B+ (88)_jpg.rf.TqE6jJnB8T6e2D7FHOq0.jpg
train,426,B+ (11)_jpg.rf.TwgcuwAHMUbviamYX8UB.jpg,B+ (11).jpg,B+,B,+,2657,838,2226566,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B+ (11)_jpg.rf.TwgcuwAHMUbviamYX8UB.jpg
train,427,A- (94)_jpg.rf.TxJ2b86gGHBO93TwD4Pw.jpg,A- (94).jpg,A-,A,-,1069,349,373081,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A- (94)_jpg.rf.TxJ2b86gGHBO93TwD4Pw.jpg
train,428,A+ (3)_jpg.rf.d24p8hHKWGxiAO6oi5ne.jpg,A+ (3).jpg,A+,A,+,2665,835,2225275,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (3)_jpg.rf.d24p8hHKWGxiAO6oi5ne.jpg
train,429,A+ (58)_jpg.rf.U94Cn8ghyzvIUnTifPST.jpg,A+ (58).jpg,A+,A,+,2984,1024,3055616,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (58)_jpg.rf.U94Cn8ghyzvIUnTifPST.jpg
train,430,O+ (173)_jpg.rf.U9J1yzfDIk373Wui5bDN.jpg,O+ (173).jpg,O+,O,+,2868,1021,2928228,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (173)_jpg.rf.U9J1yzfDIk373Wui5bDN.jpg
train,431,A- (51)_jpg.rf.UOdKcKm11vBhSgoCyIUf.jpg,A- (51).jpg,A-,A,-,1199,345,413655,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A- (51)_jpg.rf.UOdKcKm11vBhSgoCyIUf.jpg
train,432,B- (109)_jpg.rf.UbvT0lXs1UCwaOn2eFfb.jpg,B- (109).jpg,B-,B,-,2494,872,2174768,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (109)_jpg.rf.UbvT0lXs1UCwaOn2eFfb.jpg
train,433,O+ (30)_jpg.rf.UcSdGqc0hatZxoIp2z8R.jpg,O+ (30).jpg,O+,O,+,2550,770,1963500,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (30)_jpg.rf.UcSdGqc0hatZxoIp2z8R.jpg
train,434,A- (131)_jpg.rf.cdlEtmHW9zEDyn4A62yI.jpg,A- (131).jpg,A-,A,-,2759,958,2643122,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A- (131)_jpg.rf.cdlEtmHW9zEDyn4A62yI.jpg
train,435,B- (56)_jpg.rf.EY9jit4m7j3Nbq01F90E.jpg,B- (56).jpg,B-,B,-,2482,885,2196570,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (56)_jpg.rf.EY9jit4m7j3Nbq01F90E.jpg
train,436,B+ (89)_jpg.rf.SVIif4TgvPBxJk57jpzm.jpg,B+ (89).jpg,B+,B,+,2492,781,1946252,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B+ (89)_jpg.rf.SVIif4TgvPBxJk57jpzm.jpg
train,437,O+ (115)_jpg.rf.O1faPTfi55HKHBNPPQlA.jpg,O+ (115).jpg,O+,O,+,3082,1052,3242264,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (115)_jpg.rf.O1faPTfi55HKHBNPPQlA.jpg
train,438,A- (32)_jpg.rf.MtXfdxSUewFirTB2xjQb.jpg,A- (32).jpg,A-,A,-,1187,373,442751,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A- (32)_jpg.rf.MtXfdxSUewFirTB2xjQb.jpg
train,439,B- (84)_jpg.rf.NkNDGEJvw3QZMYPEeieX.jpg,B- (84).jpg,B-,B,-,1066,286,304876,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (84)_jpg.rf.NkNDGEJvw3QZMYPEeieX.jpg
train,440,O+ (187)_jpg.rf.NUU0Y5Q0GyT17tAXjW96.jpg,O+ (187).jpg,O+,O,+,2603,1059,2756577,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (187)_jpg.rf.NUU0Y5Q0GyT17tAXjW96.jpg
train,441,AB- (82)_jpg.rf.O85IEMKRcEVpkgPqXsr8.jpg,AB- (82).jpg,AB-,AB,-,1044,296,309024,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB- (82)_jpg.rf.O85IEMKRcEVpkgPqXsr8.jpg
train,442,A- (37)_jpg.rf.O4LRdEcTjuPth5lEc0da.jpg,A- (37).jpg,A-,A,-,1070,356,380920,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A- (37)_jpg.rf.O4LRdEcTjuPth5lEc0da.jpg
train,443,B+ (69)_jpg.rf.OW41urbnZ4d0m1cImspw.jpg,B+ (69).jpg,B+,B,+,2721,826,2247546,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B+ (69)_jpg.rf.OW41urbnZ4d0m1cImspw.jpg
train,444,A+ (120)_jpg.rf.F4PF2ugyvKGwiLYYPBvC.jpg,A+ (120).jpg,A+,A,+,2593,889,2305177,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (120)_jpg.rf.F4PF2ugyvKGwiLYYPBvC.jpg
train,445,O+ (91)_jpg.rf.FFfK0UhuAjceo5E9zcAe.jpg,O+ (91).jpg,O+,O,+,2764,850,2349400,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (91)_jpg.rf.FFfK0UhuAjceo5E9zcAe.jpg
train,446,B- (30)_jpeg.rf.OFLbMLzlCRuHCPnXkWFG.jpeg,B- (30).jpeg,B-,B,-,1600,511,817600,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (30)_jpeg.rf.OFLbMLzlCRuHCPnXkWFG.jpeg
train,447,O+ (41)_jpg.rf.Ot0mQC5BtH2i5iMLIzEp.jpg,O+ (41).jpg,O+,O,+,2026,730,1478980,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\O+ (41)_jpg.rf.Ot0mQC5BtH2i5iMLIzEp.jpg
train,448,B- (4)_jpg.rf.Dm27PFllopHrTTKstvmA.jpg,B- (4).jpg,B-,B,-,2832,990,2803680,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (4)_jpg.rf.Dm27PFllopHrTTKstvmA.jpg
train,449,A+ (168)_jpg.rf.P9A3hqWdbmDtVjIsboJZ.jpg,A+ (168).jpg,A+,A,+,2686,900,2417400,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\A+ (168)_jpg.rf.P9A3hqWdbmDtVjIsboJZ.jpg
train,450,B- (49)_jpg.rf.PBNef0hgmuYuI8wReIvx.jpg,B- (49).jpg,B-,B,-,1128,314,354192,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\B- (49)_jpg.rf.PBNef0hgmuYuI8wReIvx.jpg
train,451,AB+ (63)_jpg.rf.DnXRnP7G5ZLFnZyg0whV.jpg,AB+ (63).jpg,AB+,AB,+,1208,335,404680,e:\LUT\PatternRecognition\Final\Blood Group Detection.coco\train\AB+ (63)_jpg.rf.DnXRnP7G5ZLFnZyg0whV.jpg
